2
138
   0.00000    6.75749    0.06846
   8.00400    6.37599    0.06364
  16.00800    5.74500    0.05907
  24.01201    6.03359    0.05945
  32.01601    5.80835    0.05733
  40.02001    5.83052    0.05804
  48.02401    6.30086    0.06342
  56.02801    6.12194    0.06099
  64.03202    5.38294    0.05388
  72.03602    5.35162    0.05349
  80.04002    5.51259    0.05457
  88.04402    5.02066    0.04887
  96.04802    5.88605    0.05861
 104.05203    6.11232    0.06116
 112.05603    6.29771    0.06421
 120.06003    5.76171    0.05788
 128.06403    6.84925    0.06825
 136.06803    7.60917    0.07699
 144.07204    6.98515    0.06990
 152.07604    7.32427    0.07578
 160.08004    8.95925    0.08858
 168.08404    9.70374    0.09678
 176.08804   10.05163    0.10015
 360.18009   11.86653    0.11877
 368.18409   10.52601    0.10424
 376.18809   10.26178    0.10171
 384.19210   10.36072    0.10441
 392.19610   10.55311    0.10617
 400.20010    9.30780    0.09306
 408.20410    9.38473    0.09362
 416.20810    9.53785    0.09487
 424.21211   11.04452    0.10906
 432.21611   10.79428    0.10645
 440.22011   11.28695    0.11422
 448.22411   11.76429    0.11735
 456.22811   11.65911    0.11566
 464.23212   10.33639    0.10438
 472.23612   10.65236    0.10512
 480.24012   10.02504    0.10088
 488.24412   10.41034    0.10411
 496.24812   11.71099    0.11831
 504.25213   11.67981    0.11815
 512.25613   11.16417    0.11207
 520.26013   11.37272    0.11273
 528.26413   10.79138    0.10759
 536.26813   10.45264    0.10238
 720.36018   12.49024    0.12614
 728.36418   12.60523    0.12640
 736.36818   12.88386    0.12757
 744.37219   11.92754    0.12156
 752.37619   12.62193    0.12581
 760.38019   12.73186    0.12585
 768.38419   12.49311    0.12611
 776.38819   13.00042    0.12798
 784.39220   13.26505    0.13132
 792.39620   13.21823    0.13320
 800.40020   13.89556    0.13962
 808.40420   13.90155    0.13829
 816.40820   13.64591    0.13599
 824.41221   14.16930    0.14287
 832.41621   13.82201    0.13819
 840.42021   12.77666    0.12689
 848.42421   10.98171    0.10978
 856.42821   10.78827    0.10769
 864.43222   10.46643    0.10515
 872.43622   11.62783    0.11545
 880.44022   10.92692    0.11131
 888.44422   10.88458    0.11082
 896.44822   10.95640    0.10962
1080.54027   11.08365    0.11186
1088.54427   11.99129    0.11820
1096.54827   12.56677    0.12563
1104.55228   11.68321    0.11831
1112.55628   12.05569    0.12231
1120.56028   11.71751    0.11530
1128.56428   12.19320    0.12388
1136.56828   12.48748    0.12548
1144.57229   13.44557    0.13592
1152.57629   13.24725    0.13258
1160.58029   12.67223    0.12773
1168.58429   12.65115    0.12490
