54952.562	2.896	0.1001
54993.39	2.746	0.05879
54994.341	2.546	0.06805
55213.644	2.593	0.06818
55221.639	2.746	0.03603
55221.651	2.614	0.03203
55222.639	2.824	0.05963
55230.653	2.884	0.1455
55230.666	2.912	0.1036
55231.61	2.746	0.077
55234.59	3.0	0.2758
55236.626	2.823	0.03769
55236.642	2.772	0.04051
55237.654	2.705	0.06906
55239.612	2.739	0.03487
55239.626	2.725	0.02961
55240.6	2.623	0.08597
55242.648	2.794	0.04474
55243.576	3.033	0.07114
55246.55	3.032	0.06773
55258.602	2.839	0.0711
55272.6	2.914	0.03566
55272.614	2.957	0.03536
55275.547	2.919	0.06039
55275.559	3.132	0.04452
55276.58	3.097	0.06203
55281.456	3.066	0.1296
55288.504	3.228	0.1384
55303.588	3.111	0.0616
55305.463	3.14	0.08735
55326.519	3.202	0.05118
55326.532	3.274	0.05554
55327.453	3.079	0.06297
55329.517	3.34	0.07543
55330.403	3.15	0.1158
55332.341	3.202	0.02828
55332.358	3.115	0.0382
55347.403	3.158	0.06443
55347.417	3.13	0.05434
55348.39	3.303	0.05189
55350.323	3.186	0.02609
55350.336	3.169	0.03299
55353.394	3.172	0.0338
55354.291	3.284	0.05591
55362.292	3.251	0.02883
55362.305	3.238	0.03567
55363.3	3.253	0.05683
55365.293	3.19	0.04279
55365.305	3.17	0.03087
55366.309	3.266	0.05985
55368.368	3.277	0.05925
55368.382	3.245	0.05568
55377.362	3.171	0.05481
55377.377	3.251	0.06345
55378.328	3.236	0.05931
55389.272	3.319	0.03107
55389.284	3.239	0.03749
55593.614	4.263	0.08692
55594.598	3.94	0.1057
55596.65	4.232	0.04963
55596.664	4.133	0.03296
55597.64	4.068	0.08683
55602.588	4.065	0.04389
55629.622	3.955	0.0401
55629.635	3.912	0.06127
55633.593	3.737	0.1021
55635.596	4.045	0.05882
55636.557	4.199	0.1282
55650.605	3.729	0.06824
55651.566	3.66	0.06925
55653.544	3.689	0.08834
55653.557	3.917	0.04763
55654.628	4.022	0.2215
55665.448	3.725	0.05793
55666.562	3.695	0.0883
55672.486	3.617	0.08365
55674.431	3.721	0.09414
55674.439	3.62	0.0464
55675.407	3.661	0.072
55677.434	3.579	0.03155
55677.447	3.611	0.03586
55705.315	3.444	0.05461
55710.336	3.466	0.03151
55710.348	3.509	0.03451
55711.343	3.294	0.09559
55719.351	3.439	0.03157
55719.363	3.377	0.03723
55723.324	3.375	0.07538
55732.363	3.919	0.2559
55741.294	3.339	0.0528
55743.298	3.396	0.03409
55743.31	3.431	0.03849
55744.3	3.481	0.05703
55746.308	3.349	0.04708
55747.321	3.561	0.07743
55752.285	3.479	0.09167
55752.297	3.447	0.06978
55753.312	3.35	0.05407
55761.309	3.352	0.04684
55761.323	3.457	0.07043
55968.575	3.209	0.07267
55970.653	3.236	0.08985
55970.657	3.248	0.07295
55971.653	3.302	0.1086
55979.65	3.343	0.06025
55981.615	3.283	0.03431
55981.626	3.301	0.0432
56000.545	3.099	0.04005
56000.559	3.067	0.04056
56001.62	3.38	0.0597
56004.622	3.525	0.0976
56006.553	3.228	0.02887
56006.565	3.305	0.04207
56014.595	3.262	0.04432
56014.608	3.464	0.07376
56015.573	3.168	0.06461
56019.593	3.281	0.06627
56027.482	3.323	0.06109
56029.551	3.164	0.05238
56029.56	3.193	0.04789
56030.535	3.086	0.06976
56032.576	3.268	0.033
56032.588	3.21	0.04824
56038.384	3.091	0.06968
56040.473	3.254	0.03679
56040.486	3.311	0.0432
56041.472	3.086	0.06478
56046.519	3.235	0.06226
56046.531	3.282	0.05016
56048.424	3.165	0.059
56057.449	3.279	0.06861
56062.457	3.136	0.03059
56062.468	3.212	0.03831
56063.523	3.277	0.06734
56065.417	3.147	0.02775
56065.429	3.054	0.03401
56066.37	3.094	0.06219
56067.455	3.092	0.04021
56068.327	3.031	0.06879
56086.442	3.218	0.07397
56088.307	3.163	0.03303
56088.321	3.32	0.04878
56089.309	3.023	0.06749
56091.298	3.139	0.04404
56092.305	3.076	0.06808
56094.33	3.132	0.02859
56094.341	3.132	0.05954
56358.597	2.816	0.07032
56384.502	2.915	0.07823
