0.0,6.75749,0.06846,0.0
8.004,6.37599,0.06364,0.0
16.008,5.745,0.05907,0.0
24.01201,6.03359,0.05945,0.0
32.01601,5.80835,0.05733,0.0
40.02001,5.83052,0.05804,0.0
48.02401,6.30086,0.06342,0.0
56.02801,6.12194,0.06099,0.0
64.03202,5.38294,0.05388,0.0
72.03602,5.35162,0.05349,0.0
80.04002,5.51259,0.05457,0.0
88.04402,5.02066,0.04887,0.0
96.04802,5.88605,0.05861,0.0
104.05203,6.11232,0.06116,0.0
112.05603,6.29771,0.06421,0.0
120.06003,5.76171,0.05788,0.0
128.06403,6.84925,0.06825,0.0
136.06803,7.60917,0.07699,0.0
144.07204,6.98515,0.0699,0.0
152.07604,7.32427,0.07578,0.0
160.08004,8.95925,0.08858,0.0
168.08404,9.70374,0.09678,0.0
176.08804,10.05163,0.10015,0.0
360.18009,11.86653,0.11877,0.0
368.18409,10.52601,0.10424,0.0
376.18809,10.26178,0.10171,0.0
384.1921,10.36072,0.10441,0.0
392.1961,10.55311,0.10617,0.0
400.2001,9.3078,0.09306,0.0
408.2041,9.38473,0.09362,0.0
416.2081,9.53785,0.09487,0.0
424.21211,11.04452,0.10906,0.0
432.21611,10.79428,0.10645,0.0
440.22011,11.28695,0.11422,0.0
448.22411,11.76429,0.11735,0.0
456.22811,11.65911,0.11566,0.0
464.23212,10.33639,0.10438,0.0
472.23612,10.65236,0.10512,0.0
480.24012,10.02504,0.10088,0.0
488.24412,10.41034,0.10411,0.0
496.24812,11.71099,0.11831,0.0
504.25213,11.67981,0.11815,0.0
512.25613,11.16417,0.11207,0.0
520.26013,11.37272,0.11273,0.0
528.26413,10.79138,0.10759,0.0
536.26813,10.45264,0.10238,0.0
720.36018,12.49024,0.12614,0.0
728.36418,12.60523,0.1264,0.0
736.36818,12.88386,0.12757,0.0
744.37219,11.92754,0.12156,0.0
752.37619,12.62193,0.12581,0.0
760.38019,12.73186,0.12585,0.0
768.38419,12.49311,0.12611,0.0
776.38819,13.00042,0.12798,0.0
784.3922,13.26505,0.13132,0.0
792.3962,13.21823,0.1332,0.0
800.4002,13.89556,0.13962,0.0
808.4042,13.90155,0.13829,0.0
816.4082,13.64591,0.13599,0.0
824.41221,14.1693,0.14287,0.0
832.41621,13.82201,0.13819,0.0
840.42021,12.77666,0.12689,0.0
848.42421,10.98171,0.10978,0.0
856.42821,10.78827,0.10769,0.0
864.43222,10.46643,0.10515,0.0
872.43622,11.62783,0.11545,0.0
880.44022,10.92692,0.11131,0.0
888.44422,10.88458,0.11082,0.0
896.44822,10.9564,0.10962,0.0
1080.54027,11.08365,0.11186,0.0
1088.54427,11.99129,0.1182,0.0
1096.54827,12.56677,0.12563,0.0
1104.55228,11.68321,0.11831,0.0
1112.55628,12.05569,0.12231,0.0
1120.56028,11.71751,0.1153,0.0
1128.56428,12.1932,0.12388,0.0
1136.56828,12.48748,0.12548,0.0
1144.57229,13.44557,0.13592,0.0
1152.57629,13.24725,0.13258,0.0
1160.58029,12.67223,0.12773,0.0
1168.58429,12.65115,0.1249,0.0
1176.58829,13.04581,0.12976,0.0
1184.5923,14.24137,0.14254,0.0
1192.5963,13.6197,0.13775,0.0
1200.6003,13.33194,0.13206,0.0
1208.6043,12.63938,0.12665,0.0
1216.6083,11.65105,0.1165,0.0
1224.61231,11.57125,0.11638,0.0
1232.61631,11.23075,0.11272,0.0
1240.62031,10.97465,0.10926,0.0
1248.62431,10.89913,0.10946,0.0
1256.62831,10.92827,0.10907,0.0
1440.72036,9.97747,0.10141,0.0
1448.72436,9.67948,0.09817,0.0
1456.72836,10.112,0.10091,0.0
1464.73237,9.8309,0.09845,0.0
1472.73637,10.42715,0.10356,0.0
1480.74037,10.73264,0.10568,0.0
1488.74437,9.23795,0.09138,0.0
1496.74837,10.06054,0.10005,0.0
1504.75238,10.01607,0.09943,0.0
1512.75638,9.92769,0.0991,0.0
1520.76038,9.45321,0.09433,0.0
1528.76438,8.95606,0.08993,0.0
1536.76838,8.86774,0.08872,0.0
1544.77239,9.09575,0.08967,0.0
1552.77639,8.53452,0.08572,0.0
1560.78039,7.64745,0.07839,0.0
1568.78439,8.08085,0.0795,0.0
1576.78839,7.56402,0.07555,0.0
1584.7924,7.43527,0.0752,0.0
1592.7964,8.63728,0.08591,0.0
1600.8004,8.65959,0.08639,0.0
1608.8044,9.01497,0.09,0.0
1616.8084,8.92144,0.08881,0.0
1800.90045,7.56848,0.07509,0.0
1808.90445,7.78179,0.07807,0.0
1816.90845,8.50355,0.08636,0.0
1824.91246,9.40149,0.09554,0.0
1832.91646,9.31143,0.09266,0.0
1840.92046,9.20695,0.09284,0.0
1848.92446,8.58233,0.0881,0.0
1856.92846,8.1869,0.08141,0.0
1864.93247,8.9627,0.09007,0.0
1872.93647,8.62561,0.08569,0.0
1880.94047,8.23685,0.08233,0.0
1888.94447,8.52115,0.08574,0.0
1896.94847,8.03164,0.0791,0.0
1904.95248,8.203,0.08381,0.0
1912.95648,8.16445,0.08331,0.0
1920.96048,8.00226,0.08124,0.0
1928.96448,7.79714,0.07941,0.0
1936.96848,8.33302,0.08172,0.0
1944.97249,7.6732,0.07757,0.0
1952.97649,8.01492,0.0814,0.0
1960.98049,8.29714,0.08313,0.0
1968.98449,8.19664,0.08336,0.0
1976.98849,8.68744,0.08642,0.0
